,Precision,Recall,F1,Weighted F1
Assyria,0.8712672569238691,0.9886299008813568,0.9262264957551516,0.8693646579087675
Babylonia,0.9618846401706787,0.869945861581232,0.9134377332792013,
West,0.9277614379084967,0.19367088607594934,0.31975149337091013,
