,Precision,Recall,F1,Weighted F1
2ndMill-1stHalf,0.9754624616645078,0.7862433862433863,0.8688388407587405,0.915265394354812
2ndMill-2ndHalf,0.9465729135584502,0.7619213365819701,0.8436402929075791,
Hellenistic onwards,0.9299281775527313,0.8454610606784521,0.8850694967093142,
Neo-Assyrian; Neo-Babylonian; Achaemenid,0.908326717292085,0.9787907381868329,0.9422246866034575,
