,Precision,Recall,F1,Weighted F1
Archival,0.9483057474993182,0.9819897928906297,0.9648468629088353,0.9303236896256276
Letter,0.9031675819058677,0.9572115384615387,0.9293281770442817,
Literary,0.1,0.00909090909090909,0.016666666666666666,
Royal/Monumental,0.8917858365441275,0.9092603377984858,0.9002616244123578,
Scientific,0.9724549013162541,0.8787035118615976,0.9229996690185237,
