,Precision,Recall,F1,Weighted F1
Archival,0.9452186092114608,0.9763907186517123,0.9605213585922214,0.9317020427753715
Letter,0.9099664240505142,0.964423076923077,0.9363190273491876,
Literary,0.0,0.0,0.0,
Royal/Monumental,0.9193968142808497,0.907328674043875,0.9132036552500008,
Scientific,0.9622748979731327,0.8914378949549363,0.9254109112691408,
