,Precision,Recall,F1,Weighted F1
Archival,0.9521985004374421,0.982719719897929,0.9672011845463582,0.9352154086840793
Letter,0.9042354776073294,0.9682692307692309,0.9350420369686996,
Literary,0.0,0.0,0.0,
Royal/Monumental,0.9081746388123625,0.9250630945447487,0.9163928173492613,
Scientific,0.979183979910391,0.8817647363513933,0.9277228953221472,
