,Precision,Recall,F1,Weighted F1
Archival,0.9584175381290118,0.9797988249955492,0.9689624589164183,0.9289009723614654
Letter,0.8640543608147668,0.9639423076923077,0.9112057642031146,
Literary,0.0,0.0,0.0,
Royal/Monumental,0.9265952334435321,0.8993884682585908,0.9124123816422605,
Scientific,0.9741622369935152,0.8746296488138402,0.9215058134014112,
