,Precision,Recall,F1,Weighted F1
2ndMill-1stHalf,1.0,0.7054232804232804,0.8199087792464834,0.9420029202131788
2ndMill-2ndHalf,0.9432525027956025,0.8942951618517231,0.9177358759867443,
Hellenistic onwards,0.9309109565552758,0.856414237935977,0.891401937175657,
Neo-Assyrian; Neo-Babylonian; Achaemenid,0.9437376603081518,0.9812971451862357,0.9621169384892836,
