,Precision,Recall,F1,Weighted F1
2ndMill-1stHalf,0.9906521739130435,0.8304232804232804,0.9023578511601039,0.9529594462445274
2ndMill-2ndHalf,0.9614894365356463,0.9249947789766795,0.9427727425288934,
Hellenistic onwards,0.9411487812906145,0.8388676540850453,0.8865424983618124,
Neo-Assyrian; Neo-Babylonian; Achaemenid,0.9521149363312599,0.9849704915103767,0.9682480140358966,
