,Precision,Recall,F1,Weighted F1
Assyria,0.88587812872091,0.9803913093121503,0.9306908792658695,0.8840356443721339
Babylonia,0.9448159882237139,0.873423401453446,0.9075007455738314,
West,0.8616652716422537,0.3215189873417721,0.4655861919797246,
