,Precision,Recall,F1,Weighted F1
Assyria,0.8930685018421316,0.9815453374002969,0.9351934203461354,0.8932718252004859
Babylonia,0.9500213503896495,0.8739160122908844,0.9103107316604696,
West,0.8674818871735137,0.38354430379746834,0.5276438131065795,
