,Precision,Recall,F1,Weighted F1
2ndMill-1stHalf,0.9949999999999999,0.8084656084656086,0.8890702947448881,0.9421123279768777
2ndMill-2ndHalf,0.9589410581918252,0.869425687434737,0.9116097717772564,
Hellenistic onwards,0.9529440535794349,0.8322742474916387,0.8880141509344165,
Neo-Assyrian; Neo-Babylonian; Achaemenid,0.9368282118597812,0.9873102327736862,0.9613804172542034,
