,Precision,Recall,F1,Weighted F1
Archival,0.9645085252132738,0.9773645480980357,0.9708705768149294,0.9445085163246363
Letter,0.9379380147595169,0.9557692307692308,0.9466615618404692,
Literary,0.9,0.12545454545454546,0.2171328671328671,
Royal/Monumental,0.9396680100769028,0.9152106387109301,0.9270641461800642,
Scientific,0.9297700285609947,0.9398580752097793,0.9346166445956285,
