,Precision,Recall,F1,Weighted F1
Assyria,0.9024294009254771,0.9868177097775674,0.9427215174231858,0.9054615763515474
Babylonia,0.9632829389430604,0.8931912403062967,0.9268558388561281,
West,0.8898819549363027,0.4177215189873418,0.5644840832127,
