,Precision,Recall,F1,Weighted F1
Archival,0.9597001215912169,0.9783401578541333,0.968918281193689,0.9423068038815993
Letter,0.9363267594001767,0.9504807692307692,0.9432354031067224,
Literary,0.75,0.12636363636363637,0.21177156177156178,
Royal/Monumental,0.9256800274998165,0.9162201514269075,0.9207139776242146,
Scientific,0.9387350462503509,0.932707448461618,0.9355892267233543,
