,Precision,Recall,F1,Weighted F1
Archival,0.9673465017483112,0.9800433208711651,0.9736410718747195,0.9501279186672201
Letter,0.9337342519189964,0.9600961538461539,0.9466764633948135,
Literary,0.95,0.16545454545454544,0.2748251748251748,
Royal/Monumental,0.9462126453960205,0.927014172005436,0.9361921888166524,
Scientific,0.949764243958095,0.9459779343209365,0.9477003539111051,
