,Precision,Recall,F1,Weighted F1
Assyria,0.8945858670051485,0.9876422485741161,0.9387814481608275,0.8979123179159714
Babylonia,0.9665409848035802,0.8828049553723846,0.9224977796827891,
West,0.8854007067943458,0.37215189873417726,0.5210326989975282,
